"From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information.","From your My Account Dashboard you have the ability to view a snapshot of your recent account activity and update your account information. Select a link below to view or edit information."
"Frontend Properties","Frontend Properties"
"General","General"
"General Information","General Information"
"General Subscription","General Subscription"
"Go back","Go back"
"Hello, %s!","Hello, %s!"
"If you have an account with us, log in using your email address.","If you have an account with us, log in using your email address."
"Input Type","Input Type"
"Input Validation","Input Validation"
"Input/Output Filter","Input/Output Filter"
"Label","Label"
"Lines Count","Lines Count"
"Login","Login"
"Login Information","Login Information"
"Login or Create an Account","Login or Create an Account"
"MM","MM"
"Manage Addresses","Manage Addresses"
"Manage Customer Address Attributes","Manage Customer Address Attributes"
"Manage Customer Attributes","Manage Customer Attributes"
"Manage Form Types","Manage Form Types"
"Manage Label / Options","Manage Label / Options"
"Maximum File Size (bytes)","Maximum File Size (bytes)"
"Maximum Image Height (px)","Maximum Image Height (px)"
"Maximum Image Width (px)","Maximum Image Width (px)"
"Maximum Text Length","Maximum Text Length"
"Maximum value","Maximum value"
"Minimal value","Minimal value"
"Minimum Text Length","Minimum Text Length"
"Month","Month"
"My Account Wrapper","My Account Wrapper"
"My Dashboard","My Dashboard"
"New Address Entry","New Address Entry"
"New Attribute","New Attribute"
"New Customer Address Attribute","New Customer Address Attribute"
"New Customer Attribute","New Customer Attribute"
"New Customers","New Customers"
"New Fieldset","New Fieldset"
"New Form Type","New Form Type"
"New Password","New Password"
"Newsletter Subscription","Newsletter Subscription"
"Newsletters","Newsletters"
"No","No"
"None","None"
"Password","Password"
"Personal Information","Personal Information"
"Please enter your email address below. You will receive a link to reset your password.","Please enter your email address below. You will receive a link to reset your password."
"Please enter your email below and we will send you the confirmation link for it.","Please enter your email below and we will send you the confirmation link for it."
"Please select region, state or province","Please select region, state or province"
"Properties","Properties"
"Register","Register"
"Registered Customers","Registered Customers"
"Remove","Remove"
"Reset a Password","Reset a Password"
"Save","Save"
"Save Address","Save Address"
"Save Attribute","Save Attribute"
"Save Password","Save Password"
"Save and Continue Edit","Save and Continue Edit"
"Send confirmation link","Send confirmation link"
"Show on Frontend","Show on Frontend"
"Sign Up for Newsletter","Sign Up for Newsletter"
"Sort Order","Sort Order"
"State/Province","State/Province"
"Store Credit","Store Credit"
"Store View","Store View"
"Street Address","Street Address"
"Street Address %s","Street Address %s"
"Submit","Submit"
"System","System"
"System form type cannot be deleted.","System form type cannot be deleted."
"Telephone","Telephone"
"The customer address attribute has been deleted.","The customer address attribute has been deleted."
"The customer address attribute has been saved.","The customer address attribute has been saved."
"The customer attribute has been deleted.","The customer attribute has been deleted."
"The customer attribute has been saved.","The customer attribute has been saved."
"This is My Default %s Address","This is My Default %s Address"
"To use this attribute in address template you should edit it here.","To use this attribute in address template you should edit it here."
"Use Store Credit (%s available)","Use Store Credit (%s available)"
"Use as My Default %s Address","Use as My Default %s Address"
"Use as my default billing address","Use as my default billing address"
"Use as my default shipping address","Use as my default shipping address"
"Use helper with defined EAV entity","Use helper with defined EAV entity"
"VAT Number","VAT Number"
"Valid range 2-20","Valid range 2-20"
"Visible on Frontend","Visible on Frontend"
"YYYY","YYYY"
"Year","Year"
"Yes","Yes"
"You are currently not subscribed to any newsletter.","You are currently not subscribed to any newsletter."
"You are currently subscribed to 'General Subscription'.","You are currently subscribed to 'General Subscription'."
"You are currently subscribed to our newsletter.","You are currently subscribed to our newsletter."
"You cannot delete this attribute.","You cannot delete this attribute."
"You cannot edit this attribute.","You cannot edit this attribute."
"You have no additional address entries in your address book.","You have no additional address entries in your address book."
"You have no default billing address in your address book.","You have no default billing address in your address book."
"You have no default shipping address in your address book.","You have no default shipping address in your address book."
"Zip/Postal Code","Zip/Postal Code"
