"The staging Website ""%s"" cannot be merged at this moment.","The staging Website ""%s"" cannot be merged at this moment."
"The staging website has been created.","The staging website has been created."
"The staging website has been merged.","The staging website has been merged."
"The staging website has been saved.","The staging website has been saved."
"The staging website has been scheduled to merge.","The staging website has been scheduled to merge."
"There are no items selected for rollback.","There are no items selected for rollback."
"There are no store views for copying.","There are no store views for copying."
"There are no store views to be copied.","There are no store views to be copied."
"There is wrong value in configuration for entry points folder name.","There is wrong value in configuration for entry points folder name."
"There was no mapping defined for store views.","There was no mapping defined for store views."
"This backup is read-only, because a merge or a rollback is in progress.","This backup is read-only, because a merge or a rollback is in progress."
"To","To"
"To create entry points, the folder %s must be writeable.","To create entry points, the folder %s must be writeable."
"URL","URL"
"URL Rewrites","URL Rewrites"
"Unschedule","Unschedule"
"Unschedule Merge","Unschedule Merge"
"Updated At","Updated At"
"Use All","Use All"
"Visitor Logs","Visitor Logs"
"Website","Website"
"Website From","Website From"
"Website Mapping","Website Mapping"
"Website Name","Website Name"
"Website To","Website To"
"Website code is not defined.","Website code is not defined."
"Website with the same code already exists.","Website with the same code already exists."
"Website: ","Website: "
"Websites Backup Information","Websites Backup Information"
"Wishlist","Wishlist"
"Wrong item resource adapter model.","Wrong item resource adapter model."
"[deleted]","[deleted]"
"available","available"
"click here","click here"
"ok","ok"
"or","or"
"unknown item","unknown item"
"version mismatch","version mismatch"
