"Register on our site now and earn %s.","Register on our site now and earn %s."
"Registered as customer.","Registered as customer."
"Registration","Registration"
"Remove","Remove"
"Reverted from order #%s.","Reverted from order #%s."
"Review Submission","Review Submission"
"Reward Exchange Rate Information","Reward Exchange Rate Information"
"Reward Exchange Rates","Reward Exchange Rates"
"Reward Points","Reward Points"
"Reward Points Balance","Reward Points Balance"
"Reward Points Balance Update","Reward Points Balance Update"
"Reward Points Expire in (days)","Reward Points Expire in (days)"
"Reward Points Expiry Calculation","Reward Points Expiry Calculation"
"Reward Points Expiry Warning","Reward Points Expiry Warning"
"Reward Points Expiry Warning Email","Reward Points Expiry Warning Email"
"Reward Points History","Reward Points History"
"Reward Points Notifications","Reward Points Notifications"
"Reward Points Rates","Reward Points Rates"
"Reward Points refunded to customer","Reward Points refunded to customer"
"Reward points balance Information","Reward points balance Information"
"Reward points will not be used in this order.","Reward points will not be used in this order."
"Rewarded Reviews Submission Quantity Limit","Rewarded Reviews Submission Quantity Limit"
"Rewarded Tag Submission Quantity Limit","Rewarded Tag Submission Quantity Limit"
"Save Subscription Settings","Save Subscription Settings"
"Send invitation now and earn %s when your invitee registers on our site.","Send invitation now and earn %s when your invitee registers on our site."
"Signed up for newsletter with email %s.","Signed up for newsletter with email %s."
"Static","Static"
"Static defines expiry date at the moment when balance increases. Dynamic does not have expiry date, but calculates it when balance is being checked for expiry.","Static defines expiry date at the moment when balance increases. Dynamic does not have expiry date, but calculates it when balance is being checked for expiry."
"Store","Store"
"Submit a new tag now and earn %s once the tag is approved.","Submit a new tag now and earn %s once the tag is approved."
"Submit a review now and earn %s once the review is approved.","Submit a review now and earn %s once the review is approved."
"Subscribe Customers by Default","Subscribe Customers by Default"
"Subscribe for balance updates","Subscribe for balance updates"
"Subscribe for points expiration notifications","Subscribe for points expiration notifications"
"Subscribe to our newsletter now and earn %s.","Subscribe to our newsletter now and earn %s."
"The orphan points have been removed.","The orphan points have been removed."
"The rate has been deleted.","The rate has been deleted."
"The rate has been saved.","The rate has been saved."
"The reward points have been removed from the order.","The reward points have been removed from the order."
"The settings have been saved.","The settings have been saved."
"There is no balance history yet.","There is no balance history yet."
"Up to %s invitee purchase(s) can be rewarded.","Up to %s invitee purchase(s) can be rewarded."
"Up to %s invitee registration(s) can be rewarded.","Up to %s invitee registration(s) can be rewarded."
"Up to %s new review(s) can be rewarded.","Up to %s new review(s) can be rewarded."
"Up to %s new tag(s) can be rewarded.","Up to %s new tag(s) can be rewarded."
"Update Points","Update Points"
"Update Reward Points Balance","Update Reward Points Balance"
"Updated by moderator.","Updated by moderator."
"Use my reward points, %s are available.","Use my reward points, %s are available."
"Use my reward points, %s available","Use my reward points, %s available"
"Website","Website"
"You have been unsubscribed.","You have been unsubscribed."
"Your current balance is %s.","Your current balance is %s."
